datasetid;last-checked-date;contact;predecessor;country;iso-region;source-copyrights;data-classification;restricted-comment;related-datasets;discontinued-data;unit-of-measure;publisher-periodicity;title;description;theme;keyword;license;language;timezone;modified;modified_updates_on_metadata_change;modified_updates_on_data_change;data_processed;metadata_processed;publisher;references;records_count;attributions;source_domain;source_domain_title;source_domain_address;source_dataset;oauth_scope;parent_domain;dcat.created;dcat.issued;dcat.creator;dcat.contributor;dcat.contact_name;dcat.contact_email;dcat.accrualperiodicity;dcat.spatial;dcat.temporal;dcat.granularity;dcat.dataquality;dcat_ap_ch.domain;dcat_ap_ch.rights;inspire.theme;inspire.type;inspire.file_identifier;inspire.hierarchy_level;inspire.hierarchy_level_name;inspire.spatial_resolution;inspire.topologic_consistency;inspire.contact_individual_name;inspire.contact_position;inspire.contact_address;inspire.contact_email;inspire.identification_purpose;inspire.extend_description;inspire.extend_bounding_box_westbound_longitude;inspire.extend_bounding_box_eastbound_longitude;inspire.extend_bounding_box_southbound_latitude;inspire.extend_bounding_box_northbound_latitude;semantic.rml_mapping;semantic.classes;semantic.properties;explore.download_count
communication-indicators;2018-09-13;;;Oman;EMEA;https://www.ncsi.gov.om/AboutUs/Pages/TermsAndConditions.aspx;Restricted;Source Copyright;;No;;;Communication Indicators;<p>This dataset contains Oman Communication Indicators National Center for Statistics and Information, Sultanate of Oman, Export API data for more datasets to advance energy economics research.</p>;Transportation;;;en;;2018-09-13T05:25:03+00:00;;;2018-09-13T06:18:42+00:00;2018-09-13T06:18:43+00:00;National Center for Statistics and Information, Sultanate of Oman;https://www.ncsi.gov.om/Elibrary/Pages/LibraryContentDetails.aspx?ItemID=lffQDcPJGNjEE5Xix4WK2g%3D%3D;74;Table: Communication indicators-Statistical Year Book 2017;;;;;;;;;;;;;Annually;;2006-2016;;;;;;;;;;;;;;;;;;;;;;;;;9
number-of-new-vehicles-registered-by-months;2018-09-13;;;Oman;EMEA;https://www.ncsi.gov.om/AboutUs/Pages/TermsAndConditions.aspx;Restricted;Copyrighted Source;;;;;Number of New Vehicles Registered by Months;"<p>This dataset contains Oman Number of New Vehicles Registered by Months 2016 National Center for Statistics and Information, Sultanate of Oman, Export API data for more datasets to advance energy economics research</p><p>Note: </p><table>  <colgroup></colgroup><tbody><tr>   <td>2013</td>   <td>Include New, Export Abroad and Change Vehicles Plates to another</td>  </tr>  <tr>   <td>2014</td>   <td>Without Export Vehicles</td>  </tr>  <tr>   <td>2015</td>   <td>Without Export Vehicles</td>  </tr>  <tr>   <td>2016</td>   <td>Without Export &amp; Import Vehicles</td></tr></tbody></table>";Transportation;ITEM;;en;;2018-09-13T05:26:17+00:00;False;False;2018-09-13T06:02:07+00:00;2018-10-30T06:07:19+00:00;National Center for Statistics and Information, Sultanate of Oman;https://www.ncsi.gov.om/Elibrary/Pages/LibraryContentDetails.aspx?ItemID=7TIwFdJtvCltypgG7NQbEA%3d%3d;689;"""New Vehicles Registered by Months""";;;;;;;;2016-07-01;;;;;Yearly;;2012-2016;;;;;;;;;;;;;;;;;;;;;;;;;28
saudi-arabia-car-plates-issued-in-the-kingdom-by-type-2004-2008;2018-09-18;;Ministry of Interior- General Directorate of Traffic;Saudi Arabia;EMEA; https://www.stats.gov.sa/en/page/45;Public;;;No;;;Car Plates Issued in the Kingdom By Type;<p>This dataset contains Saudi Arabia Car Plates Issued in the Kingdom By Type from 1997  Ministry of Interior , Export API data for more datasets to advance energy economics research</p>;Transportation;Vehicle, ITEM, non-equilibrium-model;Open Database License (ODbL);en;;2018-09-18T08:12:22+00:00;False;False;2018-09-30T18:02:22+00:00;2018-11-05T15:32:51+00:00;General Authority for Statistics;https://www.stats.gov.sa/en/46;147;Car Plates Issued in the Kingdom By Type;;;;;;;;;;;;;Yearly;;1997 - 2017;Country;;;;;;;;;;;;;;;;;;;;;;;;9
saudi-arabia-gross-domestic-product-by-kind-of-economic-activity-at-current-pric;2018-10-17;;;Saudi Arabia;EMEA;https://www.stats.gov.sa/en/page/45;Public;;;;Million of Saudi Riyals;Annualy;Gross Domestic Product by Kind of Economic Activity at Current Prices;"<p>This dataset contains Saudi Arabia Distribution of Gross Domestic Product by Kind of Economic Activity at Current Prices for 1970 - 2017. Data from General Authority for Statistics .Follow <a href=""https://datasource.kapsarc.org/pages/home/"">datasource.kapsarc.org</a> for timely data to advance energy economics research.</p><p>All rights reserved to General Authority for statistics © 2018</p>";Economy;GDP, Agriculture, National Accounts;Public Domain;en;;2018-09-19T12:18:34+00:00;;;2018-09-19T12:19:18+00:00;2018-10-17T12:26:25+00:00;General Authority for Statistics;https://www.stats.gov.sa/en/823;1008;Gross Domestic Product by Kind Of Economic Activity at Current Prices;;;;;;;;;;;;;Annually;;1970 - 2017;Country;;;;;;;;;;;;;;;;;;;;;;;;81
labor-force-indicators;;;;Saudi Arabia;EMEA;https://www.stats.gov.sa/en/page/45;Public;;;;;Quarterly;Labor Force Indicators;;Demography, Economy;Labor Force, Population, Unemployment, Participation Rate, Employment, Labor;;en;;2018-10-04T05:55:38+00:00;;;2018-10-04T07:30:26+00:00;2018-10-04T07:30:26+00:00;General Authority for Statistics;http://is.stats.gov.sa/en/BulkDownload;480;;;;;;;;;;;;;;;;1999-2016;;;;;;;;;;;;;;;;;;;;;;;;;13
revenue-expenditure-and-oil-prices;2018-10-09;;;Saudi Arabia;EMEA;http://www.sama.gov.sa/en-us/pages/disclaimer.aspx;Public;;;;Multiple Units;Annualy;Revenue, Expenditure, and Oil Prices;"<ul>
<li>Revenues and Expenditure were converted to Billion Dollars instead of Billion Riyals </li><li>OPEC Basket Nominal Oil Prices are in USD per Barrel</li></ul>";Economy;Revenue, Expenditure, OPEC Basket Nominal Oil Prices;;en;;2018-10-09T07:37:01+00:00;;;2018-10-09T07:49:15+00:00;2018-10-09T09:08:32+00:00;Saudi Arabian Monetary Agency;http://www.sama.gov.sa/en-US/EconomicReports/Pages/YearlyStatistics.aspx;15;TABLE ( 2 ) : ANNUAL GOVERNMENT REVENUES AND EXPENDITURES and, TABLE (10 ) : NOMINAL AND REAL OIL PRICES;;;;;;;;;;;;;Annually;;2004 - 2017;;;;;;;;;;;;;;;;;;;;;;;;;9
crop-area-production-quantity-and-value-for-field-crops-vegetables-and-fruit-tre;2018-10-11;;Ministry of Climate Change & Environment;United Arab Emirates;EMEA;http://fcsa.gov.ae/en-us/Pages/Footer%20Links/Copyrights.aspx;Public;;;No;;;Crop Area, Production Quantity and Value for Field Crops, Vegetables and Fruit Trees;"<p>This dataset contains United Arab Emirates Crop Area, Production Quantity and Value for Field Crops, Vegetables and Fruit Trees for 2010-2016 Data from Federal Competitiveness and Statistics Authority. Follow <a href=""https://datasource.kapsarc.org/"">datasource.kapsarc.org</a> for timely data to advance energy economics research.</p><p>Unit: Different Unit.</p><p>Statistics by Subject -&gt; Agricultural and Environmental Statistics -&gt; Agriculture -&gt; Crop Statistics</p><p>Total in some tables may not add up due to rounding.</p><p>Data of fruit trees is not included for Abu Dhabi emirate, 2014-2016.</p>";Agriculture, Economy;Production;Public Domain;en;;2018-10-11T11:06:30+00:00;;;2018-07-22T12:27:29+00:00;2018-10-11T11:06:40+00:00;Federal Competitiveness and Statistics Authority; http://fcsa.gov.ae/en-us/Pages/Statistics/Statistics-by-Subject.aspx;84;"""Table 5: Crop Area, Production Quantity and Value for Field Crops, Vegetables and Fruit Trees, 2012 - 2016""";;;;;;;;2016-12-24;;;;;Yearly;;2010-2016;Country;;;;;;;;;;;;;;;;;;;;;;;;99
quantity-and-value-of-some-traded-agricultural-commodities;2018-07-11;;;United Arab Emirates;EMEA;http://fcsa.gov.ae/en-us/Pages/Footer%20Links/Copyrights.aspx;Public;;;;Different Units;;Quantity and Value of some Traded Agricultural Commodities;"<p>This dataset contains United Arab Emirates Quantity and Value of some Traded Agricultural Commodities for 2015-2016 Data from Federal Competitiveness and Statistics Authority. Follow <a href=""https://datasource.kapsarc.org/"">datasource.kapsarc.org</a> for timely data to advance energy economics research</p><p>Unit: Different Unit.</p><p>Statistics by Subject -&gt; Agricultural and Environmental Statistics -&gt; Agriculture -&gt; Agricultural and Economic Statistics</p>";Agriculture, Trade, Economy;Imports, Exports, Value, Commodity;Public Domain;en;;2018-10-11T11:07:06+00:00;;;2018-07-22T12:26:45+00:00;2018-10-11T11:07:19+00:00;Federal Competitiveness and Statistics Authority;http://fcsa.gov.ae/en-us/Pages/Statistics/Statistics-by-Subject.aspx;264;"""Table 1: Quantity and Value of Imports, Exports and Re-Exports of some Agricultural Commodities in the U.A.E, 2016 (Quantity: Ton, Value: 000 AED)""";;;;;;;;2016-09-28;;;;;Yearly;;2015-2016;Country;;;;;;;;;;;;;;;;;;;;;;;;93
index-of-industrial-production-by-section;2018-10-18;;;Saudi Arabia;EMEA;https://www.stats.gov.sa/en/page/45;Public;;;;;Quarterly;Index of Industrial Production by Section;"<p>This dataset contains Saudi Arabia Index of Industrial Production by Section for 2016 - 2017. Data from General Authority for Statistics. Follow <a href=""https://datasource.kapsarc.org/pages/home/"">datasource.kapsarc.org</a> for timely data to advance energy economics research.</p>";Industry, Crude Oil & Refined Products, Electricity;Mining, Quarrying, Manfacturing, Electricity, Supply, Index, industrial production;Public Domain;en;;2018-10-18T06:34:41+00:00;;;2018-10-18T06:35:32+00:00;2018-10-18T06:35:32+00:00;General Authority for Statistics;https://www.stats.gov.sa/en/494-0;36;Index of Industrial Production (IIP);;;;;;;;2018-01-04;;;;;Quarterly;;2016 - 2018;Country;;;;;;;;;;;;;;;;;;;;;;;;35
saudi-arabia-electricity-load-monthly-by-region;2018-11-08;;;Saudi Arabia;EMEA;http://www.ecra.gov.sa/en-us/PrivacyPolicy/Pages/default.aspx;Public;;;;GW ;Annualy;Saudi Arabia Electricity Load Monthly  by Region;<p>This dataset contains Saudi Arabia Electricity load in GW by region, recorded maximum, average and minimum load monthly 2009 - 2017. Data from Electricity and Cogeneration Regulatory Authority. Follow datasource.kapsarc.org for timely data to advance energy economics research.</p>;Electricity;Electricity, Peak Load;;en;;2018-10-18T11:30:38+00:00;False;False;2018-10-18T12:11:11+00:00;2018-11-08T13:14:40+00:00;Electricity and Cogeneration Regulatory Authority;http://www.ecra.gov.sa/en-us/MediaCenter/doclib2/Pages/SubCategoryList.aspx?categoryID=5;108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5
saudi-arabia-fule-mix-for-electricity-generation;2018-11-08;;;Saudi Arabia;EMEA;http://www.ecra.gov.sa/en-us/PrivacyPolicy/Pages/default.aspx;Public;;;;TBtu;Annualy;Saudi Arabia Fule Mix  for Electricity Generation;<p>This dataset contains Saudi Arabia fuel mix in trillion British thermal unit (T BTU) consumed in electricity generation 2007 - 2017. Data from Electricity and Cogeneration Regulatory Authority. Follow datasource.kapsarc.org for timely data to advance energy economics research.</p>;Electricity;Fuel Consumption, Fuel Mix;;en;;2018-10-18T13:05:59+00:00;False;False;2018-10-18T13:38:23+00:00;2018-11-08T13:12:44+00:00;Electricity and Cogeneration Regulatory Authority;http://www.ecra.gov.sa/en-us/MediaCenter/doclib2/Pages/SubCategoryList.aspx?categoryID=5;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7
consumption-of-electricity-by-sector;2018-10-22;;;India;APAC;http://mospi.nic.in/copyrights-policy;Public;;;;Giga Watt hour;;Consumption of Electricity by Sector;<p>Sources: Energy Statistics 2014,Central Statistics Office</p><p>P - provisional</p>;Electricity, Industry, Residential;Industrial consumption, Consumption ;;en;;2018-10-22T06:06:08+00:00;;;2018-10-18T08:39:34+00:00;2018-10-22T06:06:23+00:00;Ministry of Statistics and Programme Implementation, Government of India;http://mospi.nic.in/publication/statistical-year-book-india;112;Statistical Year Book India, Chapter name: Energy, Table: 16.10 Consumption Of Electricity (From Utility) By Sector;;;;;;;;;;;;;ANNUALLY;;2000 - 2015;;;;;;;;;;;;;;;;;;;;;;;;;146
inter-country-variation-of-taxes-on-oil-2005-2014;2018-10-24;;;World;WORLD;http://www.opec.org/opec_web/en/35.htm ;Public;;;;;;Inter Country Variation of Taxes on Oil;"<p>This dataset contains World Inter Country Variation of Taxes on Oil for1984-2017. Data from Organization of Petroleum Exporting Countries. Follow <a href=""https://datasource.kapsarc.org/pages/home/"">datasource.kapsarc.org</a> for timely data to advance energy economics research.</p><p>Taxes on Oil</p><p>Source: OPEC</p>";Economy;Tax , Ratio;Public Domain;en;;2018-10-24T12:49:34+00:00;;;2018-10-24T12:59:23+00:00;2018-10-24T13:04:04+00:00;Organization of Petroleum Exporting Countries;https://asb.opec.org/index.php/interactive-charts/taxes-on-oil;3332;"""Taxes on Oil"" - ""Table 8.1: Composite barrel and its components in major OECD oil consuming countries ($/b)""";;;;;;;;;;;;;Annually;;1984 - 2017;World;;;;;;;;;;;;;;;;;;;;;;;;28
total-pilgrims;2018-10-25;;General Authority for Statistics;Saudi Arabia;EMEA;https://www.stats.gov.sa/en/page/45;Public;;;;Multiple Units;Annualy;Pilgrims By Nationality, Gender and Origin;"<p>This dataset contains Saudi Arabia Total Pilgrims for 2012 - 2018. Data from General Authority for Statistics. Follow<a href=""https://datasource.kapsarc.org/pages/home/""> datasource.kapsarc.org</a> for timely data to advance energy economics research.</p><p>* From Makkah: Estimation of the Pilgrims, including temporary residents during the Hajj season in Makkah city</p>";Industry;Other industries, Hajj;Public Domain;en;;2018-10-25T12:16:31+00:00;False;True;2018-10-25T12:16:31+00:00;2018-10-25T12:16:31+00:00;General Authority for Statistics;https://www.stats.gov.sa/en/28;189;Total pilgrims, Table 2;;;;;;;;;;;;;Annually;;2012 -2018;Country;;;;;;;;;;;;;;;;;;;;;;;;26
domestic-and-foreign-pilgrims;2018-10-25;;General Authority for Statistics;Saudi Arabia;EMEA;https://www.stats.gov.sa/en/page/45;Public;;;;Number;Annualy;Number of Domestic and Foreign Pilgrims During Hajj;"<p>This dataset contains Saudi Arabia Domestic and foreign pilgrims for 1995 - 2018. Data from General Authority for Statistics. Follow<a href=""https://datasource.kapsarc.org/pages/home/""> datasource.kapsarc.org</a> for timely data to advance energy economics research.</p>";Industry;Other industries, Hajj;Public Domain;en;;2018-10-25T12:41:11+00:00;False;True;2018-10-25T12:41:11+00:00;2018-10-25T12:42:32+00:00;General Authority for Statistics;https://www.stats.gov.sa/en/28;72;Total pilgrims in Ten years, Table 4;;;;;;;;;;;;;Annually;;1995 - 2018;Country;;;;;;;;;;;;;;;;;;;;;;;;17
number-of-establishments-by-size-and-economic-activity;2018-10-25;;;Saudi Arabia;EMEA;https://www.stats.gov.sa/en/page/45;Public;;;;;Annualy;Number of Establishments by Size and Economic Activity;"<p>This dataset contains Saudi Arabia Number of Establishments by Size and Economic Activity for 2010-2016. Data From the Annual Economic Establishment Survey by General Authority for Statistics ,Follow <a href=""https://datasource.kapsarc.org/"">datasource.kapsarc.org</a> for timely data to advance energy economics research.</p><p>Data from the Annual Economic Establishment Survey.</p><div>Do not include establishments operating in the governmental and external sectors.</div><div><div>Including establishments operating in the private and public sector and not for profit.</div></div>";Economy, Demography, Industry;Labor, Manufacturing, Annual Economic Establishment Survey;Public Domain;en;;2018-10-25T13:22:25+00:00;False;False;2018-10-25T13:24:33+00:00;2018-10-25T13:24:34+00:00;General Authority for Statistics;https://www.stats.gov.sa/en/64#;2688;No of Establishments by class size & economic activity;;;;;;;;;;;;;Annually;;2010 - 2017;Country;;;;;;;;;;;;;;;;;;;;;;;;26
number-of-non-saudi-domestic-pilgrims-by-nationality;2018-10-28;;;Saudi Arabia;EMEA;https://www.stats.gov.sa/en/page/45;Public;;;;Multiple Units;Annualy;Number of Non-Saudi Domestic Pilgrims by Nationality;"<p>This dataset contains Saudi Arabia numbers of non-Saudis domestic pilgrims by  nationality for 2012 - 2018. Data from General Authority for Statistics. Follow<a href=""https://datasource.kapsarc.org/pages/home/""> datasource.kapsarc.org</a> for timely data to advance energy economics research.</p>";Industry;Other industries, Hajj;Public Domain;en;;2018-10-28T06:38:41+00:00;False;True;2018-10-28T06:38:41+00:00;2018-10-28T06:50:41+00:00;General Authority for Statistics;https://www.stats.gov.sa/en/28;462; Comparing numbers of non-Saudis domestic pilgrims by  nationality , Table 9 and Table 12;;;;;;;;;;;;;Annually;;2012 - 2018;Country;;;;;;;;;;;;;;;;;;;;;;;;2
number-of-arriving-vehicles-to-makkah-by-type-of-vehicle;2018-10-28;;;Saudi Arabia;EMEA;https://www.stats.gov.sa/en/page/45;Public;;;;Number;Annualy;Number of Arriving Vehicles to Makkah During Hajj by Type of Vehicle;"<p>This dataset contains Saudi Arabia Number of Arriving Vehicles to Makkah by type of Vehicle for 2011- 2018. Data from General Authority for Statistics. Follow<a href=""https://datasource.kapsarc.org/pages/home/""> datasource.kapsarc.org</a> for timely data to advance energy economics research.</p>";Industry, Transportation;Other industries, Hajj;Public Domain;en;;2018-10-28T06:54:28+00:00;False;True;2018-10-28T06:54:28+00:00;2018-10-28T06:55:08+00:00;General Authority for Statistics;https://www.stats.gov.sa/en/28;64;Comparing numbers of arriving vehicles to Makkah al-Mukarramah by type of vehicle, Table 13;;;;;;;;;;;;;Annually;;2011 - 2018;Country;;;;;;;;;;;;;;;;;;;;;;;;35
numbers-of-international-pilgrims-by-gender-and-transportation-mean;2018-10-28;;Passport General department- statistics division;Saudi Arabia;EMEA;https://www.stats.gov.sa/en/page/45;Public;;;;Number;Annualy;Numbers of International Pilgrims by Gender and Transportation Mean;"<p>This dataset contains Saudi Arabia numbers of foreign pilgrims by transportation mean for 2011- 2018. Data from General Authority for Statistics. Follow<a href=""https://datasource.kapsarc.org/pages/home/""> datasource.kapsarc.org</a> for timely data to advance energy economics research.</p>";Industry, Transportation;Other industries, Hajj;Public Domain;en;;2018-10-28T07:04:50+00:00;False;True;2018-10-28T07:04:50+00:00;2018-10-28T07:04:50+00:00;General Authority for Statistics;https://www.stats.gov.sa/en/28;88;Comparing numbers of foreign pilgrims by transportation mean, Table 18 - 19;;;;;;;;;;;;;Annually;;2011 - 2018;Country;;;;;;;;;;;;;;;;;;;;;;;;2
pilgrims-arriving-to-makkah-by-country-group;2018-10-25;; Passport General department- statistics division;Saudi Arabia;EMEA;https://www.stats.gov.sa/en/page/45;Public;;;;Number;Annualy;Foreign Pilgrims By Origin and Country Group;"<p>This dataset contains Saudi Arabia Foreign Pilgrims By Origin and Country Group for 2016 - 2018. Data from General Authority for Statistics. Follow<a href=""https://datasource.kapsarc.org/pages/home/""> datasource.kapsarc.org</a> for timely data to advance energy economics research.</p>";Industry;Other industries, Hajj;Public Domain;en;;2018-10-28T07:18:33+00:00;False;True;2018-10-28T07:18:33+00:00;2018-10-28T07:18:33+00:00;General Authority for Statistics;https://www.stats.gov.sa/en/28;63;Comparing the Number Non-Saudi lnternational and Domestic Pilgrims Arriving to Makkah between 1437 H - 1438 H by Country Groups, Table 5, Comparing The Number of Interational Pilgrims  by Country Group, table 20;;;;;;;;;;;;;Anually;;2016 - 2018;Country;;;;;;;;;;;;;;;;;;;;;;;;23
manpower-during-hajj-by-sector-and-gender;2018-10-28;;;Saudi Arabia;EMEA;https://www.stats.gov.sa/en/page/45;Public;;;;Number;Annualy;Manpower During Hajj by Sector and Gender;"<p>This dataset contains Saudi Arabia Manpower During Hajj by Sector and Gender for 2017- 2018. Data from General Authority for Statistics. Follow<a href=""https://datasource.kapsarc.org/pages/home/""> datasource.kapsarc.org</a> for timely data to advance energy economics research.</p><p>Excluding Security Sector</p><p>2017 Public Services: includes welcoming services, supervising, energy, raising awareness and the Two Holy Mosques affairs</p><p>2018 Public Services: including the services of security,reception,control,awareness and the two holy mosques affairs</p>";Industry, Demography;Other industries, Hajj;Public Domain;en;;2018-10-28T07:34:28+00:00;False;True;2018-10-28T07:34:28+00:00;2018-10-28T07:34:28+00:00;General Authority for Statistics;https://www.stats.gov.sa/en/28;33;Number of Manpower in Pilgrim Services by Gender and Sector Name, Table 21;;;;;;;;;;;;;Anually;;2017 - 2018;Country;;;;;;;;;;;;;;;;;;;;;;;;3
employees-by-nationality-and-economic-activity;2018-10-31;;;Saudi Arabia;EMEA;https://www.stats.gov.sa/en/page/45;Public;;;;;Annualy;Employees by Nationality and Economic Activity;"<p>This dataset contains Saudi Arabia Employees by Nationality and Economic Activity for 2005-2016. Data From the Annual Economic Establishment Survey by General Authority for Statistics ,Follow <a href=""https://datasource.kapsarc.org/"">datasource.kapsarc.org</a> for timely data to advance energy economics research.</p><div>Do not include establishments operating in the governmental and external sectors.</div>
<div><div>Including establishments operating in the private and public sector and not for profit.</div>
</div>";Economy, Demography, Industry;Labor, Annual Economic Establishment Survey, Manufacturing, Industry;Public Domain;en;;2018-10-31T10:04:19+00:00;False;False;2018-10-31T10:05:21+00:00;2018-10-31T10:05:21+00:00;General Authority for Statistics;https://www.stats.gov.sa/en/64#;1904; Total employees (Saudi, Non-Saudi) by economic activity, Number of employees (Saudi and non-Saudi) by economic activity , Table 5;;;;;;;;;;;;;Annually;;2005 - 2017;Country;;;;;;;;;;;;;;;;;;;;;;;;207
operating-revenues-and-expenditures-by-economic-activity;2018-10-31;;;Saudi Arabia;EMEA;https://www.stats.gov.sa/en/page/45;Public;;;;Thousand U.S. Dollars;Annualy;Operating Revenues and Expenditures by Economic Activity;"<p>This dataset contains Saudi Arabia Operating Revenues and Expenditures by Economic Activity for 2005-2016. Data From the Annual Economic Establishment Survey by General Authority for Statistics ,Follow <a href=""https://datasource.kapsarc.org/"">datasource.kapsarc.org</a> for timely data to advance energy economics research.</p><p>Data from the Annual Economic Establishment Survey.</p><div>Do not include establishments operating in the governmental and external sectors.</div>
<div><div>Including establishments operating in the private and public sector and not for profit.</div>
</div>";Economy, Demography, Industry;Labor, Annual Economic Establishment Survey, Manufacturing, Budget;Public Domain;en;;2018-10-31T10:06:58+00:00;False;False;2018-10-31T09:40:59+00:00;2018-10-31T10:07:09+00:00;General Authority for Statistics;https://www.stats.gov.sa/en/64#;1904;Revenues & Expenditures by economic activity, Revenues and Expenditures: By Main Economic Activity, Table 12;;;;;;;;;;;;;Annually;;2005 - 2017;Country;;;;;;;;;;;;;;;;;;;;;;;;25
saudi-employees-by-establishment-size-and-economic-activity;2018-10-31;;;Saudi Arabia;EMEA;https://www.stats.gov.sa/en/page/45;Public;;;;;Annualy;Saudi Employees by Establishment Size and Economic Activity;"<p>This dataset contains Saudi Arabia Saudi Employees by Establishment Size and Economic Activity for 2005-2016. Data From the Annual Economic Establishment Survey by General Authority for Statistics , Follow <a href=""https://datasource.kapsarc.org/"">datasource.kapsarc.org</a> for timely data to advance energy economics research.</p><p>Data from the Annual Economic Establishment Survey.</p><div>Do not include establishments operating in the governmental and external sectors.</div>
<div><div>Including establishments operating in the private and public sector and not for profit.</div>
</div>";Economy, Demography, Industry;Labor, Annual Economic Establishment Survey, Manufacturing;Public Domain;en;;2018-10-31T10:07:43+00:00;False;False;2018-10-31T07:48:23+00:00;2018-10-31T10:07:49+00:00;General Authority for Statistics;https://www.stats.gov.sa/en/64#;3808;Saudi employees by class size & economic activity, Saudi Employees: By Main Economic Activity and Establishment Size, Table 2;;;;;;;;;;;;;Annually;;2005 - 2017;Country;;;;;;;;;;;;;;;;;;;;;;;;9
non-saudi-employees-by-establishment-size-and-economic-activity;2018-10-31;;;Saudi Arabia;EMEA;https://www.stats.gov.sa/en/page/45;Public;;;;;Annualy;Non Saudi Employees by Establishment Size and Economic Activity;"<p>This dataset contains Saudi Arabia Non Saudi Employees by Establishment Size and Economic Activity for 2005-2016. Data From the Annual Economic Establishment Survey by General Authority for Statistics , Follow <a href=""https://datasource.kapsarc.org/"">datasource.kapsarc.org</a> for timely data to advance energy economics research.</p><p>Data from the Annual Economic Establishment Survey.</p><div>Do not include establishments operating in the governmental and external sectors.</div><div><div>Including establishments operating in the private and public sector and not for profit.</div></div>";Economy, Demography, Industry;Labor, Annual Economic Establishment Survey, Manufacturing;Public Domain;en;;2018-10-31T10:08:46+00:00;False;False;2018-10-31T07:16:58+00:00;2018-10-31T10:08:51+00:00;General Authority for Statistics;https://www.stats.gov.sa/en/64#;3808;Non-Saudi employees by class size & economic activity, Non-Saudi Employees: By Main Economic Activity and Establishment Size, Table 3;;;;;;;;;;;;;Annually;;2005 - 2017;Country;;;;;;;;;;;;;;;;;;;;;;;;10
operating-expenditures-by-establishment-size-and-economic-activity;2018-10-31;;;Saudi Arabia;EMEA;https://www.stats.gov.sa/en/page/45;Public;;;;Thousand U.S. Dollars;Annualy;Operating Expenditures by Establishment Size and Economic Activity;"<p>This dataset contains Saudi Arabia Operating Expenditures by Establishment Size and Economic Activity for 2005-2016. Data From the Annual Economic Establishment Survey by General Authority for Statistics ,Follow <a href=""https://datasource.kapsarc.org/"">datasource.kapsarc.org</a> for timely data to advance energy economics research.</p><p>Data from the Annual Economic Establishment Survey.</p><div>Do not include establishments operating in the governmental and external sectors.</div><div><div>Including establishments operating in the private and public sector and not for profit.</div></div>";Economy, Demography, Industry;Labor, Annual Economic Establishment Survey, Manufacturing;Public Domain;en;;2018-10-31T11:03:01+00:00;False;False;2018-10-31T11:03:53+00:00;2018-10-31T11:03:54+00:00;General Authority for Statistics;https://www.stats.gov.sa/en/64#;3808;Operating Expenditures by class size & economic activity, Total Expenditure: By Main Economic Activity and Establishment Size ;;;;;;;;;;;;;Annually;;2005 - 2017;Country;;;;;;;;;;;;;;;;;;;;;;;;11
employees-by-establishment-size-and-economic-activity;2018-10-31;;;Saudi Arabia;EMEA;https://www.stats.gov.sa/en/page/45;Public;;;;;Annualy;Employees by Establishment Size and Economic Activity;"<p>This dataset contains Saudi Arabia Employees by Establishment Size and Economic Activity 2005-2016 data From the Annual Economic Establishment Survey by General Authority for Statistics , Follow <a href=""https://datasource.kapsarc.org/pages/home/"">datasource.kapsarc.org</a> for timely data to advance energy economics research.</p><p>Data from the Annual Economic Establishment Survey.</p><div>Do not include establishments operating in the governmental and external sectors.</div>
<div><div>Including establishments operating in the private and public sector and not for profit.</div>
</div>";Economy, Demography, Industry;Labor, Annual Economic Establishment Survey, employee, Manufacturing;Public Domain;en;;2018-10-31T11:24:53+00:00;False;False;2018-10-31T11:26:36+00:00;2018-10-31T11:26:36+00:00;General Authority for Statistics;https://www.stats.gov.sa/en/64#;3808;Total employees by class size & economic activity, Employees: By Main Economic Activity and Nationality, Table 4;;;;;;;;;;;;;Annually;;2005 - 2017;Country;;;;;;;;;;;;;;;;;;;;;;;;16
employees-compensation-by-type-and-economic-activity;2018-10-31;;;Saudi Arabia;EMEA;https://www.stats.gov.sa/en/page/45;Public;;;;Thousand U.S. Dollars;Annualy;Employees Compensation by Type and Economic Activity;"<p>This dataset contains Saudi Arabia Employees Compensation by Type and Economic Activity for 2005-2016. Data from the  General Authority for Statistics. Follow <a href=""http://datasource.kapsarc.org/"">datasource.kapsarc.org</a> for timely data to advance energy economics research.</p><p>Data from the Annual Economic Establishment Survey.</p><div>Do not include establishments operating in the governmental and external sectors.</div><div><div>Including establishments operating in the private and public sector and not for profit.</div></div>";Economy, Demography, Industry;Labor, Annual Economic Establishment Survey, Manufacturing;Public Domain;en;;2018-10-31T11:46:29+00:00;False;False;2018-10-31T11:46:28+00:00;2018-10-31T11:46:35+00:00;General Authority for Statistics;https://www.stats.gov.sa/en/64#;2856;Employees Compensation by economic activity, Compensation of Employees by Main Economic Activity, Table 9;;;;;;;;2017-07-23;;;;;Annually;;2005 - 2017;Country;;;;;;;;;;;;;;;;;;;;;;;;184
